"abbrev","fips","sector","year","ft_gp","ft_ug","pt_gp","pt_ug","tot_gp","tot_ug","tot_all"
"PA",42,3,"2000",0,5527,0,1151,0,6678,6678
"PA",42,3,"2001",0,6026,0,1220,0,7246,7246
"PA",42,3,"2002",0,5662,0,1901,0,7563,7563
"PA",42,3,"2003",0,6020,0,2588,0,8608,8608
"PA",42,3,"2004",0,6615,0,3522,0,10137,10137
"PA",42,3,"2005",0,7505,0,4567,0,12072,12072
"PA",42,3,"2006",0,6834,0,6883,0,13717,13717
"PA",42,3,"2007",0,7407,0,9539,0,16946,16946
"PA",42,3,"2008",0,7198,0,8874,0,16072,16072
"PA",42,3,"2009",0,7083,0,14680,0,21763,21763
"PA",42,3,"2010",203,7060,612,18754,815,25814,26629
"PA",42,3,"2011",196,6218,632,13977,828,20195,21023
"PA",42,3,"2012",158,5466,626,14150,784,19616,20400
"PA",42,3,"2013",201,5251,865,14709,1066,19960,21026
"PA",42,3,"2014",189,7401,730,10422,919,17823,18742
"SC",45,3,"1980",0,502,0,436,0,938,938
"SC",45,3,"1984",110,4145,386,161,496,4306,4802
"SC",45,3,"1985",93,3979,369,140,462,4119,4581
"SC",45,3,"1986",97,3424,401,115,498,3539,4037
"SC",45,3,"1987",100,3983,415,151,515,4134,4649
"SC",45,3,"1988",75,4204,388,144,463,4348,4811
"SC",45,3,"1989",76,4217,389,143,465,4360,4825
"SC",45,3,"1990",78,4101,326,203,404,4304,4708
"SC",45,3,"1991",52,3842,394,147,446,3989,4435
"SC",45,3,"1992",55,3789,333,182,388,3971,4359
"SC",45,3,"1993",59,3680,350,224,409,3904,4313
"SC",45,3,"1994",70,3574,370,223,440,3797,4237
"SC",45,3,"1995",180,3838,119,306,299,4144,4443
"SC",45,3,"1996",189,3487,82,297,271,3784,4055
"SC",45,3,"1997",0,459,0,15,0,474,474
"SC",45,3,"1998",218,3748,113,327,331,4075,4406
"SC",45,3,"1999",37,3746,15,339,52,4085,4137
"SC",45,3,"2000",245,3570,158,107,403,3677,4080
"SC",45,3,"2001",276,3805,343,199,619,4004,4623
"SC",45,3,"2002",285,3908,352,180,637,4088,4725
"SC",45,3,"2003",241,3874,321,376,562,4250,4812
"SC",45,3,"2004",327,4051,257,361,584,4412,4996
"SC",45,3,"2005",413,4129,313,331,726,4460,5186
"SC",45,3,"2006",561,4420,263,285,824,4705,5529
"SC",45,3,"2007",622,4919,311,490,933,5409,6342
"SC",45,3,"2008",997,5494,476,608,1473,6102,7575
"SC",45,3,"2009",1012,6447,461,728,1473,7175,8648
"SC",45,3,"2010",1409,8715,1176,3064,2585,11779,14364
"SC",45,3,"2011",1382,8660,1353,2571,2735,11231,13966
"SC",45,3,"2012",1128,7833,1415,2502,2543,10335,12878
"SC",45,3,"2013",957,7626,1392,2542,2349,10168,12517
"SC",45,3,"2014",847,6569,1265,2555,2112,9124,11236
"SD",46,3,"1980",0,2438,0,72,0,2510,2510
"SD",46,3,"1984",0,2142,0,570,0,2712,2712
"SD",46,3,"1985",0,2595,0,740,0,3335,3335
"SD",46,3,"1986",0,1244,0,430,0,1674,1674
"SD",46,3,"1987",0,1260,0,348,0,1608,1608
"SD",46,3,"1988",0,973,0,300,0,1273,1273
"SD",46,3,"1989",0,888,0,274,0,1162,1162
"SD",46,3,"1990",0,707,0,293,0,1000,1000
"SD",46,3,"1991",0,503,0,202,0,705,705
"SD",46,3,"1992",0,490,0,225,0,715,715
"SD",46,3,"1993",0,662,0,387,0,1049,1049
"SD",46,3,"1994",0,639,0,525,0,1164,1164
"SD",46,3,"1995",0,663,0,662,0,1325,1325
"SD",46,3,"1996",0,739,0,564,0,1303,1303
"SD",46,3,"1997",0,647,0,355,0,1002,1002
"SD",46,3,"1998",72,878,0,646,72,1524,1596
"SD",46,3,"1999",95,994,0,871,95,1865,1960
"SD",46,3,"2000",67,1054,0,985,67,2039,2106
"SD",46,3,"2001",86,1058,18,1042,104,2100,2204
"SD",46,3,"2002",103,1105,39,1702,142,2807,2949
"SD",46,3,"2003",52,1296,133,1772,185,3068,3253
"SD",46,3,"2004",149,1495,25,1562,174,3057,3231
"SD",46,3,"2005",150,1332,53,1794,203,3126,3329
"SD",46,3,"2006",153,1137,70,1755,223,2892,3115
"SD",46,3,"2007",166,1130,87,1745,253,2875,3128
"SD",46,3,"2008",178,1033,142,1903,320,2936,3256
"SD",46,3,"2009",167,1304,231,2550,398,3854,4252
"SD",46,3,"2010",153,1445,330,2819,483,4264,4747
"SD",46,3,"2011",177,1080,318,3188,495,4268,4763
"SD",46,3,"2012",178,827,300,3295,478,4122,4600
"SD",46,3,"2013",136,593,278,2697,414,3290,3704
"SD",46,3,"2014",0,454,11,2227,11,2681,2692
"TN",47,3,"1980",0,1026,0,112,0,1138,1138
"TN",47,3,"1984",0,942,0,251,0,1193,1193
"TN",47,3,"1985",0,909,0,216,0,1125,1125
"TN",47,3,"1986",0,1532,0,252,0,1784,1784
"TN",47,3,"1987",0,1388,0,244,0,1632,1632
"TN",47,3,"1988",0,1358,0,330,0,1688,1688
"TN",47,3,"1989",0,1794,0,318,0,2112,2112
"TN",47,3,"1990",0,1380,0,378,0,1758,1758
"TN",47,3,"1991",0,2250,0,288,0,2538,2538
"TN",47,3,"1992",0,2111,0,454,0,2565,2565
"TN",47,3,"1993",0,1813,0,500,0,2313,2313
"TN",47,3,"1994",0,1842,0,514,0,2356,2356
"TN",47,3,"1995",0,1883,0,614,0,2497,2497
"TN",47,3,"1996",1,2295,1,565,2,2860,2862
"TN",47,3,"1997",44,2558,0,752,44,3310,3354
"TN",47,3,"1998",0,2895,0,566,0,3461,3461
"TN",47,3,"1999",0,2748,0,610,0,3358,3358
"TN",47,3,"2000",0,2648,0,443,0,3091,3091
"TN",47,3,"2001",0,3330,0,627,0,3957,3957
"TN",47,3,"2002",25,3426,0,824,25,4250,4275
"TN",47,3,"2003",259,4383,0,1940,259,6323,6582
"TN",47,3,"2004",589,5338,0,1862,589,7200,7789
"TN",47,3,"2005",623,5626,12,1920,635,7546,8181
"TN",47,3,"2006",599,6013,0,2093,599,8106,8705
"TN",47,3,"2007",818,6642,112,1486,930,8128,9058
"TN",47,3,"2008",979,7379,111,1851,1090,9230,10320
"TN",47,3,"2009",762,8870,136,1627,898,10497,11395
"TN",47,3,"2010",916,10504,894,3974,1810,14478,16288
"TN",47,3,"2011",575,9866,1171,3569,1746,13435,15181
"TN",47,3,"2012",639,9849,1117,3375,1756,13224,14980
"TN",47,3,"2013",858,9214,1145,3427,2003,12641,14644
"TN",47,3,"2014",975,6786,971,2214,1946,9000,10946
"TX",48,3,"1980",0,168,0,0,0,168,168
"TX",48,3,"1984",0,597,0,55,0,652,652
"TX",48,3,"1985",0,1590,0,88,0,1678,1678
"TX",48,3,"1986",0,2461,0,210,0,2671,2671
"TX",48,3,"1987",0,2539,0,162,0,2701,2701
"TX",48,3,"1988",0,2796,0,173,0,2969,2969
"TX",48,3,"1989",0,2985,0,199,0,3184,3184
"TX",48,3,"1990",0,3425,0,276,0,3701,3701
"TX",48,3,"1991",0,3719,0,276,0,3995,3995
"TX",48,3,"1992",97,5075,73,427,170,5502,5672
"TX",48,3,"1993",76,4813,51,125,127,4938,5065
"TX",48,3,"1994",0,5088,0,185,0,5273,5273
"TX",48,3,"1995",71,4909,64,398,135,5307,5442
"TX",48,3,"1996",0,5079,0,506,0,5585,5585
"TX",48,3,"1997",250,4789,0,1080,250,5869,6119
"TX",48,3,"1998",182,6253,66,522,248,6775,7023
"TX",48,3,"1999",245,6774,70,645,315,7419,7734
"TX",48,3,"2000",266,6008,82,464,348,6472,6820
"TX",48,3,"2001",676,7605,39,1004,715,8609,9324
"TX",48,3,"2002",1347,9421,119,1228,1466,10649,12115
"TX",48,3,"2003",1570,10541,203,1754,1773,12295,14068
"TX",48,3,"2004",2128,12891,181,1917,2309,14808,17117
"TX",48,3,"2005",2356,13792,256,1516,2612,15308,17920
"TX",48,3,"2006",2389,13234,249,1265,2638,14499,17137
"TX",48,3,"2007",1849,12775,327,1706,2176,14481,16657
"TX",48,3,"2008",1705,12746,305,2317,2010,15063,17073
"TX",48,3,"2009",1605,15774,315,2872,1920,18646,20566
"TX",48,3,"2010",1788,18430,280,3887,2068,22317,24385
"TX",48,3,"2011",1381,19347,607,4762,1988,24109,26097
"TX",48,3,"2012",1296,17997,640,5263,1936,23260,25196
"TX",48,3,"2013",1425,19783,1358,6515,2783,26298,29081
"TX",48,3,"2014",1609,19479,1590,6733,3199,26212,29411
"UT",49,3,"1980",0,0,0,0,0,0,0
"UT",49,3,"1984",0,0,0,0,0,0,0
"UT",49,3,"1985",0,0,0,0,0,0,0
"UT",49,3,"1986",0,17,0,0,0,17,17
"UT",49,3,"1987",0,123,0,0,0,123,123
"UT",49,3,"1988",0,17,0,0,0,17,17
"UT",49,3,"1989",0,65,0,10,0,75,75
"UT",49,3,"1990",0,1016,0,63,0,1079,1079
"UT",49,3,"1991",0,1228,0,72,0,1300,1300
"UT",49,3,"1992",0,1378,0,209,0,1587,1587
"UT",49,3,"1993",923,2824,0,290,923,3114,4037
"UT",49,3,"1994",1227,2075,0,134,1227,2209,3436
"UT",49,3,"1995",751,2039,0,216,751,2255,3006
"UT",49,3,"1996",825,2071,0,698,825,2769,3594
"UT",49,3,"1997",938,2160,0,129,938,2289,3227
"UT",49,3,"1998",936,2498,0,136,936,2634,3570
"UT",49,3,"1999",996,2659,0,192,996,2851,3847
"UT",49,3,"2000",1055,1935,0,324,1055,2259,3314
"UT",49,3,"2001",1092,3123,0,1009,1092,4132,5224
"UT",49,3,"2002",1190,3447,0,716,1190,4163,5353
"UT",49,3,"2003",1224,3477,0,1205,1224,4682,5906
"UT",49,3,"2004",1412,4259,0,1146,1412,5405,6817
"UT",49,3,"2005",1472,4055,0,1239,1472,5294,6766
"UT",49,3,"2006",1436,4364,10,1242,1446,5606,7052
"UT",49,3,"2007",1423,4461,30,1049,1453,5510,6963
"UT",49,3,"2008",1399,4123,12,951,1411,5074,6485
"UT",49,3,"2009",1282,4350,53,1725,1335,6075,7410
"UT",49,3,"2010",1303,4600,35,2370,1338,6970,8308
"UT",49,3,"2011",1057,4539,111,1854,1168,6393,7561
"UT",49,3,"2012",1303,4725,112,1391,1415,6116,7531
"UT",49,3,"2013",1156,4800,152,921,1308,5721,7029
"UT",49,3,"2014",1108,3810,96,774,1204,4584,5788
"VT",50,3,"1980",0,0,0,0,0,0,0
"VT",50,3,"1984",0,0,0,0,0,0,0
"VT",50,3,"1985",0,0,0,0,0,0,0
"VT",50,3,"1986",0,164,0,0,0,164,164
"VT",50,3,"1987",0,179,0,0,0,179,179
"VT",50,3,"1988",0,204,0,0,0,204,204
"VT",50,3,"1989",0,270,0,0,0,270,270
"VT",50,3,"1990",0,330,0,0,0,330,330
"VT",50,3,"1991",0,174,0,0,0,174,174
"VT",50,3,"1992",0,191,0,0,0,191,191
"VT",50,3,"1993",0,207,0,0,0,207,207
"VT",50,3,"1994",0,216,0,0,0,216,216
"VT",50,3,"1995",0,263,0,0,0,263,263
"VT",50,3,"1996",0,513,0,0,0,513,513
"VT",50,3,"1997",0,333,0,0,0,333,333
"VT",50,3,"1998",0,358,0,0,0,358,358
"VT",50,3,"1999",0,336,0,0,0,336,336
"VT",50,3,"2000",0,177,0,0,0,177,177
"VT",50,3,"2001",0,359,0,0,0,359,359
"VT",50,3,"2002",0,295,0,0,0,295,295
"VT",50,3,"2003",0,156,0,0,0,156,156
"VT",50,3,"2004",0,199,0,0,0,199,199
"VT",50,3,"2005",0,262,0,0,0,262,262
"VT",50,3,"2006",0,311,0,0,0,311,311
"VT",50,3,"2007",0,456,0,0,0,456,456
"VT",50,3,"2008",0,516,0,0,0,516,516
"VT",50,3,"2009",0,633,0,0,0,633,633
"VT",50,3,"2010",0,615,0,0,0,615,615
"VT",50,3,"2011",0,419,0,138,0,557,557
"VT",50,3,"2012",0,361,0,156,0,517,517
"VT",50,3,"2013",0,347,0,115,0,462,462
"VT",50,3,"2014",0,338,0,84,0,422,422
"VA",51,3,"1980",0,691,0,44,0,735,735
"VA",51,3,"1984",0,1042,0,154,0,1196,1196
"VA",51,3,"1985",0,1040,0,146,0,1186,1186
"VA",51,3,"1986",0,1684,0,287,0,1971,1971
"VA",51,3,"1987",0,709,0,192,0,901,901
"VA",51,3,"1988",0,1595,0,378,0,1973,1973
"VA",51,3,"1989",0,1614,0,114,0,1728,1728
"VA",51,3,"1990",0,2658,0,632,0,3290,3290
"VA",51,3,"1991",314,3502,242,1862,556,5364,5920
"VA",51,3,"1992",0,2580,0,542,0,3122,3122
"VA",51,3,"1993",0,2704,0,661,0,3365,3365
"VA",51,3,"1994",318,5136,398,3288,716,8424,9140
"VA",51,3,"1995",430,4895,440,4090,870,8985,9855
"VA",51,3,"1996",478,4465,485,4715,963,9180,10143
"VA",51,3,"1997",254,4066,141,1875,395,5941,6336
"VA",51,3,"1998",273,4189,149,1981,422,6170,6592
"VA",51,3,"1999",340,4333,211,2390,551,6723,7274
"VA",51,3,"2000",343,6461,306,2602,649,9063,9712
"VA",51,3,"2001",314,6908,119,1128,433,8036,8469
"VA",51,3,"2002",462,6684,121,1514,583,8198,8781
"VA",51,3,"2003",645,8124,217,1452,862,9576,10438
"VA",51,3,"2004",1032,11511,171,3005,1203,14516,15719
"VA",51,3,"2005",1143,13970,244,2989,1387,16959,18346
"VA",51,3,"2006",1080,15129,293,3992,1373,19121,20494
"VA",51,3,"2007",1135,16826,404,4605,1539,21431,22970
"VA",51,3,"2008",1541,18538,728,4535,2269,23073,25342
"VA",51,3,"2009",1576,26145,380,4812,1956,30957,32913
"VA",51,3,"2010",2839,26330,2633,14772,5472,41102,46574
"VA",51,3,"2011",2738,25757,3129,13267,5867,39024,44891
"VA",51,3,"2012",2294,23103,2991,11720,5285,34823,40108
"VA",51,3,"2013",2022,22624,3359,11024,5381,33648,39029
"VA",51,3,"2014",2388,21256,2755,9947,5143,31203,36346
"WA",53,3,"1980",0,0,0,0,0,0,0
"WA",53,3,"1984",0,590,0,12,0,602,602
"WA",53,3,"1985",0,1096,0,70,0,1166,1166
"WA",53,3,"1986",0,1441,0,48,0,1489,1489
"WA",53,3,"1987",0,1679,0,59,0,1738,1738
"WA",53,3,"1988",0,1868,0,75,0,1943,1943
"WA",53,3,"1989",0,2132,0,77,0,2209,2209
"WA",53,3,"1990",0,2151,0,0,0,2151,2151
"WA",53,3,"1991",0,2042,0,60,0,2102,2102
"WA",53,3,"1992",64,2214,3,95,67,2309,2376
"WA",53,3,"1993",0,2654,0,147,0,2801,2801
"WA",53,3,"1994",0,2487,0,292,0,2779,2779
"WA",53,3,"1995",0,2477,0,291,0,2768,2768
"WA",53,3,"1996",0,2655,0,341,0,2996,2996
"WA",53,3,"1997",0,3351,0,423,0,3774,3774
"WA",53,3,"1998",156,3833,0,458,156,4291,4447
"WA",53,3,"1999",242,4437,0,369,242,4806,5048
"WA",53,3,"2000",246,4298,29,412,275,4710,4985
"WA",53,3,"2001",458,4345,43,456,501,4801,5302
"WA",53,3,"2002",623,4617,69,607,692,5224,5916
"WA",53,3,"2003",598,4921,76,940,674,5861,6535
"WA",53,3,"2004",803,5043,52,1145,855,6188,7043
"WA",53,3,"2005",812,5506,129,1209,941,6715,7656
"WA",53,3,"2006",685,5170,109,1295,794,6465,7259
"WA",53,3,"2007",538,4734,145,1212,683,5946,6629
"WA",53,3,"2008",531,4426,137,1253,668,5679,6347
"WA",53,3,"2009",474,4566,127,1473,601,6039,6640
"WA",53,3,"2010",533,5096,126,1323,659,6419,7078
"WA",53,3,"2011",241,4424,377,1243,618,5667,6285
"WA",53,3,"2012",244,4042,270,1110,514,5152,5666
"WA",53,3,"2013",256,3824,395,1318,651,5142,5793
"WA",53,3,"2014",208,3726,291,1098,499,4824,5323
"WV",54,3,"1980",0,820,0,50,0,870,870
"WV",54,3,"1984",7,694,98,34,105,728,833
"WV",54,3,"1985",10,624,294,45,304,669,973
"WV",54,3,"1986",85,519,0,0,85,519,604
"WV",54,3,"1987",3,496,84,22,87,518,605
"WV",54,3,"1988",2,511,37,14,39,525,564
"WV",54,3,"1989",3,369,8,27,11,396,407
"WV",54,3,"1990",0,515,1,7,1,522,523
"WV",54,3,"1991",0,559,24,13,24,572,596
"WV",54,3,"1992",4,660,47,4,51,664,715
"WV",54,3,"1993",9,711,11,45,20,756,776
"WV",54,3,"1994",2,711,71,27,73,738,811
"WV",54,3,"1995",6,768,62,19,68,787,855
"WV",54,3,"1996",18,737,93,19,111,756,867
"WV",54,3,"1997",7,720,73,10,80,730,810
"WV",54,3,"1998",10,725,24,38,34,763,797
"WV",54,3,"1999",6,647,22,12,28,659,687
"WV",54,3,"2000",12,550,32,7,44,557,601
"WV",54,3,"2001",29,446,56,10,85,456,541
"WV",54,3,"2002",15,358,110,83,125,441,566
"WV",54,3,"2003",28,336,113,180,141,516,657
"WV",54,3,"2004",65,424,167,104,232,528,760
"WV",54,3,"2005",113,386,226,103,339,489,828
"WV",54,3,"2006",124,388,242,32,366,420,786
"WV",54,3,"2007",572,1284,3567,9886,4139,11170,15309
"WV",54,3,"2008",968,2289,4346,14700,5314,16989,22303
"WV",54,3,"2009",1040,5137,6938,18967,7978,24104,32082
"WV",54,3,"2010",1221,3849,8643,26715,9864,30564,40428
"WV",54,3,"2011",932,3815,10216,36947,11148,40762,51910
"WV",54,3,"2012",833,3930,11771,42651,12604,46581,59185
"WV",54,3,"2013",687,3729,10981,40853,11668,44582,56250
"WV",54,3,"2014",612,3491,10099,44064,10711,47555,58266
"WI",55,3,"1980",0,336,0,62,0,398,398
"WI",55,3,"1984",0,913,0,80,0,993,993
"WI",55,3,"1985",0,926,0,121,0,1047,1047
"WI",55,3,"1986",0,590,0,218,0,808,808
"WI",55,3,"1987",0,777,0,360,0,1137,1137
"WI",55,3,"1988",0,558,0,226,0,784,784
"WI",55,3,"1989",0,648,0,191,0,839,839
"WI",55,3,"1990",0,689,0,189,0,878,878
"WI",55,3,"1991",0,1015,0,245,0,1260,1260
"WI",55,3,"1992",0,1270,0,268,0,1538,1538
"WI",55,3,"1993",0,1379,0,306,0,1685,1685
"WI",55,3,"1994",0,1516,0,285,0,1801,1801
"WI",55,3,"1995",0,1316,0,440,0,1756,1756
"WI",55,3,"1996",0,1392,0,445,0,1837,1837
"WI",55,3,"1997",0,1161,0,475,0,1636,1636
"WI",55,3,"1998",0,1154,141,280,141,1434,1575
"WI",55,3,"1999",173,1166,32,161,205,1327,1532
"WI",55,3,"2000",200,1226,24,125,224,1351,1575
"WI",55,3,"2001",89,1469,31,209,120,1678,1798
"WI",55,3,"2002",218,3038,36,312,254,3350,3604
"WI",55,3,"2003",345,2572,43,607,388,3179,3567
"WI",55,3,"2004",403,3151,29,806,432,3957,4389
"WI",55,3,"2005",380,3574,31,1062,411,4636,5047
"WI",55,3,"2006",360,3857,15,1449,375,5306,5681
"WI",55,3,"2007",258,3991,7,1893,265,5884,6149
"WI",55,3,"2008",191,4218,4,2788,195,7006,7201
"WI",55,3,"2009",167,5780,71,4558,238,10338,10576
"WI",55,3,"2010",277,7724,31,6567,308,14291,14599
"WI",55,3,"2011",157,6888,165,6219,322,13107,13429
"WI",55,3,"2012",110,6042,176,5467,286,11509,11795
"WI",55,3,"2013",180,6606,283,4383,463,10989,11452
"WI",55,3,"2014",189,5323,278,4307,467,9630,10097
"PR",72,3,"1980",0,844,0,45,0,889,889
"PR",72,3,"1984",0,912,0,0,0,912,912
"PR",72,3,"1985",0,886,0,0,0,886,886
"PR",72,3,"1986",0,617,0,0,0,617,617
"PR",72,3,"1987",0,807,0,0,0,807,807
"PR",72,3,"1988",0,740,0,0,0,740,740
"PR",72,3,"1989",0,776,0,225,0,1001,1001
"PR",72,3,"1990",0,767,0,189,0,956,956
"PR",72,3,"1991",235,2158,214,555,449,2713,3162
"PR",72,3,"1992",0,2081,623,508,623,2589,3212
"PR",72,3,"1993",0,2461,791,771,791,3232,4023
"PR",72,3,"1994",944,3439,944,667,1888,4106,5994
"PR",72,3,"1995",606,4067,0,703,606,4770,5376
"PR",72,3,"1996",1002,3868,0,665,1002,4533,5535
"PR",72,3,"1997",1158,4169,0,760,1158,4929,6087
"PR",72,3,"1998",1284,4738,0,723,1284,5461,6745
"PR",72,3,"1999",1115,4433,0,1026,1115,5459,6574
"PR",72,3,"2000",1477,4105,0,1389,1477,5494,6971
"PR",72,3,"2001",1616,5719,0,1020,1616,6739,8355
"PR",72,3,"2002",1688,6006,15,1289,1703,7295,8998
"PR",72,3,"2003",1513,6636,18,1311,1531,7947,9478
"PR",72,3,"2004",1726,6334,0,1373,1726,7707,9433
"PR",72,3,"2005",1888,7283,44,1237,1932,8520,10452
"PR",72,3,"2006",1776,7273,72,1259,1848,8532,10380
"PR",72,3,"2007",1808,7560,22,1690,1830,9250,11080
"PR",72,3,"2008",1831,8443,21,1853,1852,10296,12148
"PR",72,3,"2009",1590,8844,28,2635,1618,11479,13097
"PR",72,3,"2010",1383,9378,25,3757,1408,13135,14543
"PR",72,3,"2011",1009,9697,88,3427,1097,13124,14221
"PR",72,3,"2012",687,9407,91,4391,778,13798,14576
"PR",72,3,"2013",724,10695,113,4752,837,15447,16284
"PR",72,3,"2014",500,9720,385,5659,885,15379,16264
"AL",1,4,"1980",0,23256,0,13981,0,37237,37237
"AL",1,4,"1984",0,25328,0,16945,0,42273,42273
"AL",1,4,"1985",0,25558,0,18418,0,43976,43976
"AL",1,4,"1986",0,27064,0,17370,0,44434,44434
"AL",1,4,"1987",0,28005,0,19921,0,47926,47926
"AL",1,4,"1988",0,28170,0,23020,0,51190,51190
"AL",1,4,"1989",0,34994,0,23725,0,58719,58719
"AL",1,4,"1990",0,36664,0,26784,0,63448,63448
"AL",1,4,"1991",0,36071,0,28802,0,64873,64873
"AL",1,4,"1992",0,37991,0,30924,0,68915,68915
"AL",1,4,"1993",0,39759,0,33712,0,73471,73471
"AL",1,4,"1994",0,39256,0,32411,0,71667,71667
"AL",1,4,"1995",0,39275,0,29903,0,69178,69178
"AL",1,4,"1996",0,39347,0,28537,0,67884,67884
"AL",1,4,"1997",0,39335,0,26816,0,66151,66151
"AL",1,4,"1998",0,33974,0,29745,0,63719,63719
"AL",1,4,"1999",0,33112,0,31517,0,64629,64629
"AL",1,4,"2000",0,36091,0,31119,0,67210,67210
"AL",1,4,"2001",0,40146,0,32958,0,73104,73104
"AL",1,4,"2002",0,42548,0,33180,0,75728,75728
"AL",1,4,"2003",0,43484,0,35743,0,79227,79227
"AL",1,4,"2004",0,43105,0,34888,0,77993,77993
"AL",1,4,"2005",0,42628,0,36687,0,79315,79315
"AL",1,4,"2006",0,41458,0,36004,0,77462,77462
"AL",1,4,"2007",0,42082,0,37656,0,79738,79738
"AL",1,4,"2008",0,44546,0,39489,0,84035,84035
"AL",1,4,"2009",0,52378,0,42021,0,94399,94399
"AL",1,4,"2010",0,54408,0,43957,0,98365,98365
"AL",1,4,"2011",0,49960,0,43710,0,93670,93670
"AL",1,4,"2012",0,44669,0,42043,0,86712,86712
"AL",1,4,"2013",0,43334,0,41803,0,85137,85137
"AL",1,4,"2014",0,41506,0,41509,0,83015,83015
"AK",2,4,"1980",0,0,0,0,0,0,0
"AK",2,4,"1984",0,0,0,0,0,0,0
"AK",2,4,"1985",0,0,0,0,0,0,0
"AK",2,4,"1986",0,47,0,271,0,318,318
"AK",2,4,"1987",0,21,0,539,0,560,560
"AK",2,4,"1988",0,34,0,399,0,433,433
"AK",2,4,"1989",0,42,0,285,0,327,327
"AK",2,4,"1990",0,433,0,329,0,762,762
"AK",2,4,"1991",0,298,0,277,0,575,575
"AK",2,4,"1992",0,301,0,528,0,829,829
"AK",2,4,"1993",0,275,0,595,0,870,870
"AK",2,4,"1994",0,247,0,581,0,828,828
"AK",2,4,"1995",0,275,0,837,0,1112,1112
"AK",2,4,"1996",0,105,0,646,0,751,751
"AK",2,4,"1997",0,283,0,828,0,1111,1111
"AK",2,4,"1998",0,263,0,928,0,1191,1191
"AK",2,4,"1999",0,347,0,1000,0,1347,1347
"AK",2,4,"2000",0,253,0,1120,0,1373,1373
"AK",2,4,"2001",0,317,0,964,0,1281,1281
"AK",2,4,"2002",0,343,0,1290,0,1633,1633
"AK",2,4,"2003",0,354,0,1119,0,1473,1473
"AK",2,4,"2004",0,310,0,1260,0,1570,1570
"AK",2,4,"2005",0,384,0,1075,0,1459,1459
"AK",2,4,"2006",0,482,0,1794,0,2276,2276
"AK",2,4,"2007",0,364,0,1587,0,1951,1951
"AK",2,4,"2008",0,424,0,1322,0,1746,1746
"AK",2,4,"2009",0,450,0,1190,0,1640,1640
"AK",2,4,"2010",0,384,0,1254,0,1638,1638
"AK",2,4,"2011",0,697,0,884,0,1581,1581
"AK",2,4,"2012",0,439,0,1341,0,1780,1780
"AK",2,4,"2013",0,406,0,1669,0,2075,2075
"AK",2,4,"2014",0,324,0,808,0,1132,1132
"AZ",4,4,"1980",0,26849,0,77809,0,104658,104658
"AZ",4,4,"1984",0,24178,0,87728,0,111906,111906
"AZ",4,4,"1985",0,23814,0,82483,0,106297,106297
"AZ",4,4,"1986",0,25001,0,100206,0,125207,125207
"AZ",4,4,"1987",0,26088,0,111460,0,137548,137548
"AZ",4,4,"1988",0,31719,0,122956,0,154675,154675
"AZ",4,4,"1989",0,33274,0,117669,0,150943,150943
"AZ",4,4,"1990",0,35464,0,118346,0,153810,153810
"AZ",4,4,"1991",0,37492,0,119036,0,156528,156528
"AZ",4,4,"1992",0,39178,0,120260,0,159438,159438
"AZ",4,4,"1993",0,38281,0,112526,0,150807,150807
"AZ",4,4,"1994",0,38372,0,113777,0,152149,152149
"AZ",4,4,"1995",0,38520,0,117416,0,155936,155936
"AZ",4,4,"1996",0,39189,0,115755,0,154944,154944
"AZ",4,4,"1997",0,39307,0,116359,0,155666,155666
"AZ",4,4,"1998",0,40225,0,122060,0,162285,162285
"AZ",4,4,"1999",0,43516,0,125940,0,169456,169456
"AZ",4,4,"2000",0,38198,0,138770,0,176968,176968
"AZ",4,4,"2001",0,41216,0,141898,0,183114,183114
"AZ",4,4,"2002",0,45382,0,146423,0,191805,191805
"AZ",4,4,"2003",0,49578,0,143944,0,193522,193522
"AZ",4,4,"2004",0,53060,0,146577,0,199637,199637
"AZ",4,4,"2005",0,50240,0,149050,0,199290,199290
"AZ",4,4,"2006",0,50572,0,149621,0,200193,200193
"AZ",4,4,"2007",0,51044,0,145397,0,196441,196441
"AZ",4,4,"2008",0,51700,0,150442,0,202142,202142
"AZ",4,4,"2009",0,62332,0,155740,0,218072,218072
"AZ",4,4,"2010",0,68382,0,161838,0,230220,230220
"AZ",4,4,"2011",0,68428,0,158818,0,227246,227246
"AZ",4,4,"2012",0,64806,0,152861,0,217667,217667
"AZ",4,4,"2013",0,61861,0,147192,0,209053,209053
"AZ",4,4,"2014",0,57968,0,142340,0,200308,200308
"AR",5,4,"1980",0,3874,0,3261,0,7135,7135
"AR",5,4,"1984",0,3833,0,4957,0,8790,8790
"AR",5,4,"1985",0,3765,0,4673,0,8438,8438
"AR",5,4,"1986",0,4415,0,6303,0,10718,10718
"AR",5,4,"1987",0,4883,0,5730,0,10613,10613
"AR",5,4,"1988",0,5679,0,7524,0,13203,13203
"AR",5,4,"1989",0,5802,0,7041,0,12843,12843
"AR",5,4,"1990",0,8634,0,11152,0,19786,19786
"AR",5,4,"1991",0,9966,0,8579,0,18545,18545
"AR",5,4,"1992",0,9348,0,9984,0,19332,19332
"AR",5,4,"1993",0,10016,0,11463,0,21479,21479
"AR",5,4,"1994",0,10300,0,11068,0,21368,21368
"AR",5,4,"1995",0,10677,0,13085,0,23762,23762
"AR",5,4,"1996",0,12036,0,15614,0,27650,27650
