"state","year_fiscal","appropriations_local","appropriations_net","enrollment_fte","appropriations_state","fips","year_cpi","year_axis","cpi_all","cpi_multiplier","approp_state_aged","approp_local_aged","approp_perstudent_aged"
"Oklahoma",2014,46625073,911964117.45,145401,865339044.45,"40",2013,"'13–'14",232.957,1.01622187785729,879376468.734209,47381419.2392931,6373.80683745987
"Oklahoma",2015,43212149,916061457,136311,872849308,"40",2014,"'14–'15",236.736,1,872849308,43212149,6720.3780839404
"Oregon",2000,82216543,538687411,105870,456470868,"41",1999,"'99–'00",166.6,1.4209843937575,648637979.632941,116828424.511693,7230.24845701931
"Oregon",2001,85896762,621415434.5,111006.34,535518672.5,"41",2000,"'00–'01",172.2,1.37477351916376,736216889.970732,118088593.779512,7696.00622586281
"Oregon",2002,91392473,618216194.5,120210.42,526823721.5,"41",2001,"'01–'02",177.1,1.33673630717109,704224396.008041,122167636.861254,6874.54575792426
"Oregon",2003,98267253,621450675.5,125808.2,523183422.5,"41",2002,"'02–'03",179.9,1.31593107281823,688473322.451139,129312931.663191,6500.26193931977
"Oregon",2004,99833870,580250397,126970.09,480416527,"41",2003,"'03–'04",184,1.28660869565217,618108081.173217,128447125.262609,5879.77220805172
"Oregon",2005,105126383,585327041,127059,480200658,"41",2004,"'04–'05",188.9,1.25323451561673,601804039.027464,131748011.677544,5773.31830649547
"Oregon",2006,110751954,627965205.88,126443.34,517213251.88,"41",2005,"'05–'06",195.3,1.21216589861751,626948266.242005,134249741.844055,6020.07197916522
"Oregon",2007,117221507,651230189.88,125113.45,534008682.88,"41",2006,"'06–'07",201.6,1.17428571428571,627078767.610514,137651541.077143,6112.29495060409
"Oregon",2008,123839853,730241245,129626.14,606401392,"41",2007,"'07–'08",207.342,1.14176577827936,692368357.28657,141396106.142547,6432.07044064659
"Oregon",2009,130826670,757808781,141532,626982111,"41",2008,"'08–'09",215.303,1.09954807875413,689396975.563257,143850213.6483,5887.34130240198
"Oregon",2010,172310068,750914309,160037,578604241,"41",2009,"'09–'10",214.537,1.10347399283107,638474732.085263,190139678.740954,5177.64273778074
"Oregon",2011,195156671,744008392,168374,548851721,"41",2010,"'10–'11",218.056,1.08566606743222,595869689.541476,211874975.537733,4797.32420135656
"Oregon",2012,199413574,665132639,169806,465719065,"41",2011,"'11–'12",224.939,1.0524453296227,490143854.8755,209871884.61967,4122.44408027496
"Oregon",2013,190454278,673525369,165564,483071091,"41",2012,"'12–'13",229.594,1.03110708467991,498098024.334155,196378755.353398,4194.61223265657
"Oregon",2014,203215840,734877844,165480,531662004,"41",2013,"'13–'14",232.957,1.01622187785729,540286560.090248,206512382.535146,4512.92568664125
"Oregon",2015,224211957,792481046,155505,568269089,"41",2014,"'14–'15",236.736,1,568269089,224211957,5096.17726761197
"Pennsylvania",2000,92439000,1689177000,280594,1596738000,"42",1999,"'99–'00",166.6,1.4209843937575,2268939778.91957,131354376.37455,8554.3317223252
"Pennsylvania",2001,89172000,1780225000,288334,1691053000,"42",2000,"'00–'01",172.2,1.37477351916376,2324814883.90244,122591304.250871,8488.09432170091
"Pennsylvania",2002,92739000,1789220000,293742,1696481000,"42",2001,"'01–'02",177.1,1.33673630717109,2267747747.12592,123967588.39074,8142.23139869905
"Pennsylvania",2003,94556000,1777141000,315591,1682585000,"42",2002,"'02–'03",179.9,1.31593107281823,2214165884.15787,124429178.521401,7410.20834776425
"Pennsylvania",2004,98426000,1727868000,322665,1629442000,"42",2003,"'03–'04",184,1.28660869565217,2096454246.26087,126635747.478261,6889.77730382635
"Pennsylvania",2005,102361000,1801230000,326675,1698869000,"42",2004,"'04–'05",188.9,1.25323451561673,2129081268.31128,128282338.253044,6910.12047620516
"Pennsylvania",2006,100566000,1852236000,327235,1751670000,"42",2005,"'05–'06",195.3,1.21216589861751,2123314639.63134,121902675.760369,6861.17718273322
"Pennsylvania",2007,106410005,1953020886,337425,1846610881,"42",2006,"'06–'07",201.6,1.17428571428571,2168448777.40286,124955748.728571,6796.78306625599
"Pennsylvania",2008,111140847,1995616254,343043,1884475407,"42",2007,"'07–'08",207.342,1.14176577827936,2151629529.72168,126896815.673583,6642.10126834029
"Pennsylvania",2009,112074197,2021014023,353494,1908939826,"42",2008,"'08–'09",215.303,1.09954807875413,2098971118.13554,123230967.989262,6286.39265765416
"Pennsylvania",2010,111987258,1817641215,371286,1705653957,"42",2009,"'09–'10",214.537,1.10347399283107,1882144782.31891,123575026.731464,5402.0884413912
"Pennsylvania",2011,113419201,1781185674,374997,1667766473,"42",2010,"'10–'11",218.056,1.08566606743222,1810637468.13721,123135377.920974,5156.76884363925
"Pennsylvania",2012,106791636,1450554050,369046,1343762414,"42",2011,"'11–'12",224.939,1.0524453296227,1414236476.73682,112392358.550967,4136.68983077391
"Pennsylvania",2013,108935177,1440341869,364468,1331406692,"42",2012,"'12–'13",229.594,1.03110708467991,1372822872.71145,112323832.77556,4074.83429405876
"Pennsylvania",2014,111626893,1454107052,358820,1342480159,"42",2013,"'13–'14",232.957,1.01622187785729,1364257708.16513,113437690.823834,4118.20801234314
"Pennsylvania",2015,115002489,1492362030,355062,1377359541,"42",2014,"'14–'15",236.736,1,1377359541,115002489,4203.10264122886
"Rhode Island",2000,0,152100000,25402,152100000,"44",1999,"'99–'00",166.6,1.4209843937575,216131726.290516,0,8508.45312536478
"Rhode Island",2001,0,165943600,25622,165943600,"44",2000,"'00–'01",172.2,1.37477351916376,228134866.954704,0,8903.86648016173
"Rhode Island",2002,0,177472666,26677,177472666,"44",2001,"'01–'02",177.1,1.33673630717109,237234156.172648,0,8892.83488295716
"Rhode Island",2003,0,172546294,26887,172546294,"44",2002,"'02–'03",179.9,1.31593107281823,227059029.77423,0,8444.93732191134
"Rhode Island",2004,0,177104304,27815,177104304,"44",2003,"'03–'04",184,1.28660869565217,227863937.563826,0,8192.12430572806
"Rhode Island",2005,0,180417154,28117,180417154,"44",2004,"'04–'05",188.9,1.25323451561673,226105004.602139,0,8041.57643426179
"Rhode Island",2006,0,185472885,28092,185472885,"44",2005,"'05–'06",195.3,1.21216589861751,224823906.315207,0,8003.12922950332
"Rhode Island",2007,0,189391902,28926,189391902,"44",2006,"'06–'07",201.6,1.17428571428571,222400204.92,0,7688.59174859988
"Rhode Island",2008,0,183391185,30120,183391185,"44",2007,"'07–'08",207.342,1.14176577827936,209389779.0711,0,6951.85189479083
"Rhode Island",2009,0,159438816,30774,159438816,"44",2008,"'08–'09",215.303,1.09954807875413,175310643.811633,0,5696.7129333734
"Rhode Island",2010,0,153104074,32071,153104074,"44",2009,"'09–'10",214.537,1.10347399283107,168946363.855484,0,5267.88574897833
"Rhode Island",2011,0,158443823,31724,158443823,"44",2010,"'10–'11",218.056,1.08566606743222,172017082.225337,0,5422.30116710808
"Rhode Island",2012,0,174836540,31729,174836540,"44",2011,"'11–'12",224.939,1.0524453296227,184005899.970392,0,5799.29717200013
"Rhode Island",2013,0,155707647,31699,155707647,"44",2012,"'12–'13",229.594,1.03110708467991,160551257.960539,0,5064.86822803682
"Rhode Island",2014,0,160065759,31506,160065759,"44",2013,"'13–'14",232.957,1.01622187785729,162662326.191632,0,5162.89996164641
"Rhode Island",2015,0,167107496,31547,167107496,"44",2014,"'14–'15",236.736,1,167107496,0,5297.09626905886
"South Carolina",2000,32693306,596584845,128067,563891539,"45",1999,"'99–'00",166.6,1.4209843937575,801281076.6909,46456677.6063385,6619.48631807756
"South Carolina",2001,36062332,656912202,133120,620849870,"45",2000,"'00–'01",172.2,1.37477351916376,853527960.652265,49577539.072892,6784.14588134883
"South Carolina",2002,35926715,600616839,137007,564690124,"45",2001,"'01–'02",177.1,1.33673630717109,754841791.051745,48024544.3378882,5860.03879648217
"South Carolina",2003,41101956,808071197,137983,766969241,"45",2002,"'02–'03",179.9,1.31593107281823,1009278656.12772,54087341.0540078,7706.50005567152
"South Carolina",2004,43349449,718001377,143800,674651928,"45",2003,"'03–'04",184,1.28660869565217,868013037.103304,55773778.0351304,6424.1085892798
"South Carolina",2005,45926381,759742915,143273,713816534,"45",2004,"'04–'05",188.9,1.25323451561673,894579518.226702,57556525.8465643,6645.60694669105
"South Carolina",2006,50253569,825503123,145141,775249554,"45",2005,"'05–'06",195.3,1.21216589861751,939731072.277235,60915662.6256221,6894.3078448051
"South Carolina",2007,52543142,883319864,146624,830776722,"45",2006,"'06–'07",201.6,1.17428571428571,975569236.405714,61700661.0342857,7074.35274879965
"South Carolina",2008,55962514,946066836,150333,890104322,"45",2007,"'07–'08",207.342,1.14176577827936,1016290653.95816,63896083.3516798,7185.29356368752
"South Carolina",2009,59936582,800034137,158252,740097555,"45",2008,"'08–'09",215.303,1.09954807875413,813772844.690877,65903153.5851892,5558.70382855235
"South Carolina",2010,61419143,834588060,172579,773168917,"45",2009,"'09–'10",214.537,1.10347399283107,853171791.974867,67774426.9624727,5336.3747555458
"South Carolina",2011,62798884,768243986,174030,705445102,"45",2010,"'10–'11",218.056,1.08566606743222,765877809.677661,68178617.4314121,4792.60143141454
"South Carolina",2012,62126384,719317577,175236,657191193,"45",2011,"'11–'12",224.939,1.0524453296227,691657801.742019,65384622.6871463,4320.13070618575
"South Carolina",2013,62217142,764222416,180038,702005274,"45",2012,"'12–'13",229.594,1.03110708467991,723842611.504064,64152535.9047362,4376.82682216421
"South Carolina",2014,65515911,765135314,176746,699619403,"45",2013,"'13–'14",232.957,1.01622187785729,710968543.502054,66578702.1059509,4399.23531852492
"South Carolina",2015,65103737,820569233,176789,755465496,"45",2014,"'14–'15",236.736,1,755465496,65103737,4641.5174756348
"South Dakota",2000,0,94140209,22056,94140209,"46",1999,"'99–'00",166.6,1.4209843937575,133771767.81407,0,6065.09647325307
"South Dakota",2001,0,97225003,22064,97225003,"46",2000,"'00–'01",172.2,1.37477351916376,133662359.525017,0,6057.93870218534
"South Dakota",2002,0,102999284,22573,102999284,"46",2001,"'01–'02",177.1,1.33673630717109,137682882.535426,0,6099.44989746273
"South Dakota",2003,0,119541520,28232,119541520,"46",2002,"'02–'03",179.9,1.31593107281823,157308400.659922,0,5571.98925545205
"South Dakota",2004,0,123316596,28154,123316596,"46",2003,"'03–'04",184,1.28660869565217,158660204.731826,0,5635.44095801044
"South Dakota",2005,0,129426920,28523,129426920,"46",2004,"'04–'05",188.9,1.25323451561673,162202283.393965,0,5686.71890733671
"South Dakota",2006,0,130177449,29254,130177449,"46",2005,"'05–'06",195.3,1.21216589861751,157796664.44682,0,5394.02011508923
"South Dakota",2007,0,142237076,29231,142237076,"46",2006,"'06–'07",201.6,1.17428571428571,167026966.388571,0,5714.03531827756
"South Dakota",2008,0,160252581,29595.09,160252581,"46",2007,"'07–'08",207.342,1.14176577827936,182970912.866742,0,6182.47529798835
"South Dakota",2009,0,158925695.33,31026.6,158925695.33,"46",2008,"'08–'09",215.303,1.09954807875413,174746442.964765,0,5632.1492836716
"South Dakota",2010,0,160824726,32323.6,160824726,"46",2009,"'09–'10",214.537,1.10347399283107,177465902.545183,0,5490.28890795528
"South Dakota",2011,0,160511768,33313,160511768,"46",2010,"'10–'11",218.056,1.08566606743222,174262179.941153,0,5231.05634260357
"South Dakota",2012,0,145782491,33540,145782491,"46",2011,"'11–'12",224.939,1.0524453296227,153428101.793713,0,4574.48126993777
"South Dakota",2013,0,157146708,32945,157146708,"46",2012,"'12–'13",229.594,1.03110708467991,162035083.952926,0,4918.35131136517
"South Dakota",2014,0,164564265.19,33658.9,164564265.19,"46",2013,"'13–'14",232.957,1.01622187785729,167233806.599586,0,4968.48698559924
"South Dakota",2015,0,173695896,33937.6,173695896,"46",2014,"'14–'15",236.736,1,173695896,0,5118.09603507614
"Tennessee",2000,0,776914800,160751,776914800,"47",1999,"'99–'00",166.6,1.4209843937575,1103983806.07923,0,6867.66369154302
"Tennessee",2001,0,821941900,159838,821941900,"47",2000,"'00–'01",172.2,1.37477351916376,1129983958.41115,0,7069.55766720773
"Tennessee",2002,0,851009750,160822,851009750,"47",2001,"'01–'02",177.1,1.33673630717109,1137575630.58159,0,7073.50754611678
"Tennessee",2003,0,867236000,167634.39,867236000,"47",2002,"'02–'03",179.9,1.31593107281823,1141222799.86659,0,6807.80834926886
"Tennessee",2004,0,857195180,169612.58,857195180,"47",2003,"'03–'04",184,1.28660869565217,1102874772.45913,0,6502.31705961392
"Tennessee",2005,0,1088206600,170084,1088206600,"47",2004,"'04–'05",188.9,1.25323451561673,1363778071.24193,0,8018.26198373702
"Tennessee",2006,0,1093164000,169041.92,1093164000,"47",2005,"'05–'06",195.3,1.21216589861751,1325096122.39631,0,7838.86104935576
"Tennessee",2007,0,1190378700,171845,1190378700,"47",2006,"'06–'07",201.6,1.17428571428571,1397844702,0,8134.3344409206
"Tennessee",2008,0,1293306991,173706,1293306991,"47",2007,"'07–'08",207.342,1.14176577827936,1476653663.13326,0,8500.87885929823
"Tennessee",2009,0,1324230381,178100,1324230381,"47",2008,"'08–'09",215.303,1.09954807875413,1456054971.2564,0,8175.4911356339
"Tennessee",2010,0,1318029676,190286,1318029676,"47",2009,"'09–'10",214.537,1.10347399283107,1454411469.24557,0,7643.2920406418
"Tennessee",2011,0,1292017813,201378,1292017813,"47",2010,"'10–'11",218.056,1.08566606743222,1402699898.09209,0,6965.50714622296
"Tennessee",2012,0,1074430805,201735,1074430805,"47",2011,"'11–'12",224.939,1.0524453296227,1130779682.72501,0,5605.27267318515
"Tennessee",2013,0,1105534384,196097,1105534384,"47",2012,"'12–'13",229.594,1.03110708467991,1139924335.69964,0,5813.06361494385
"Tennessee",2014,0,1216121099,190485,1216121099,"47",2013,"'13–'14",232.957,1.01622187785729,1235848866.92765,0,6487.90648569519
"Tennessee",2015,0,1210022462,185316,1210022462,"47",2014,"'14–'15",236.736,1,1210022462,0,6529.50884974854
"Texas",2000,460399944,3523223613,654039,3062823669,"48",1999,"'99–'00",166.6,1.4209843937575,4352224634.4801,654221135.310828,7654.65938543562
"Texas",2001,502781663,3718543981,667534,3215762318,"48",2000,"'00–'01",172.2,1.37477351916376,4420944878.71108,691210916.213519,7658.27028274904
"Texas",2002,607003382,4197788899,704310,3590785517,"48",2001,"'01–'02",177.1,1.33673630717109,4799933371.83801,811403459.295042,7967.14064990282
"Texas",2003,673517699,4071060917,766342,3397543218,"48",2002,"'02–'03",179.9,1.31593107281823,4470932691.80905,886302868.207137,6990.65894863675
"Texas",2004,673517699,4294693959,799142,3621176260,"48",2003,"'03–'04",184,1.28660869565217,4659036864.60522,866553728.209043,6914.40393924266
"Texas",2005,795691768,4375857793,812696,3580166025,"48",2004,"'04–'05",188.9,1.25323451561673,4486787634.16834,997188387.449698,6747.8811531225
"Texas",2006,799666654,5151060280,820788,4351393626,"48",2005,"'05–'06",195.3,1.21216589861751,5274610964.8988,969328648.240369,7607.2501220037
"Texas",2007,770733185,5168486206,794211,4397753021,"48",2006,"'06–'07",201.6,1.17428571428571,5164218547.51714,905060968.671429,7641.8980802187
"Texas",2008,1062729812,5892085981,804918,4829356169,"48",2007,"'07–'08",207.342,1.14176577827936,5513993604.88653,1213388530.89886,8357.84780037892
"Texas",2009,1218857326,5758428218,822131,4539570892,"48",2008,"'08–'09",215.303,1.09954807875413,4991476452.66676,1340192231.07869,7701.53258269723
"Texas",2010,1345021257,6581785758,863475,5236764501,"48",2009,"'09–'10",214.537,1.10347399283107,5778633433.43449,1484195976.90446,8411.16350831113
"Texas",2011,1393392385,6342171469,943694,4948779084,"48",2010,"'10–'11",218.056,1.08566606743222,5372721526.7171,1512758831.01295,7296.30617311337
"Texas",2012,1361230989,6296606306,993964,4935375317,"48",2011,"'11–'12",224.939,1.0524453296227,5194212702.31179,1432621196.91074,6667.07637220516
"Texas",2013,1476132693,6247333308,1002892,4771200615,"48",2012,"'12–'13",229.594,1.03110708467991,4919618756.55566,1522050877.67994,6423.09404625383
"Texas",2014,1553672570,6906176927,994745,5352504357,"48",2013,"'13–'14",232.957,1.01622187785729,5439332028.90985,1578876056.66076,7055.2836008933
"Texas",2015,1432408741,6681343666,993485,5248934925,"48",2014,"'14–'15",236.736,1,5248934925,1432408741,6725.15807083147
"Utah",2000,0,469490275,87640,469490275,"49",1999,"'99–'00",166.6,1.4209843937575,667138353.795918,0,7612.25871515197
"Utah",2001,0,494949077,91953,494949077,"49",2000,"'00–'01",172.2,1.37477351916376,680442884.394146,0,7399.89869165929
"Utah",2002,0,529243337,98654,529243337,"49",2001,"'01–'02",177.1,1.33673630717109,707458783.896285,0,7171.11099292765
"Utah",2003,0,552879100,108386,552879100,"49",2002,"'02–'03",179.9,1.31593107281823,727550787.201779,0,6712.59006884449
"Utah",2004,0,548367400,108636,548367400,"49",2003,"'03–'04",184,1.28660869565217,705534265.252174,0,6494.47941062055
"Utah",2005,0,579091900,107703,579091900,"49",2004,"'04–'05",188.9,1.25323451561673,725737956.794071,0,6738.32629354866
"Utah",2006,0,620054200,104350,620054200,"49",2005,"'05–'06",195.3,1.21216589861751,751608556.534562,0,7202.76527584631
"Utah",2007,0,646184900,102372,646184900,"49",2006,"'06–'07",201.6,1.17428571428571,758805696.857143,0,7412.23866738115
"Utah",2008,0,736020600,103320,736020600,"49",2007,"'07–'08",207.342,1.14176577827936,840363133.188645,0,8133.59594646385
"Utah",2009,0,699380831,107649,699380831,"49",2008,"'08–'09",215.303,1.09954807875413,769002849.043515,0,7143.61349425926
"Utah",2010,0,672510100,118446,672510100,"49",2009,"'09–'10",214.537,1.10347399283107,742097405.266224,0,6265.28042539406
"Utah",2011,0,667596122,125073,667596122,"49",2010,"'10–'11",218.056,1.08566606743222,724786456.40474,0,5794.90742530154
"Utah",2012,0,647704337,126594,647704337,"49",2011,"'11–'12",224.939,1.0524453296227,681673404.452016,0,5384.72126998133
"Utah",2013,0,663684400,123851,663684400,"49",2012,"'12–'13",229.594,1.03110708467991,684329686.831537,0,5525.42722167393
"Utah",2014,0,705224200,119692,705224200,"49",2013,"'13–'14",232.957,1.01622187785729,716664260.834403,0,5987.57027064802
"Utah",2015,0,786875512,120352,786875512,"49",2014,"'14–'15",236.736,1,786875512,0,6538.11745546397
"Vermont",2000,0,42877570,15571,42877570,"50",1999,"'99–'00",166.6,1.4209843937575,60928357.8122449,0,3912.93801375923
"Vermont",2001,0,46001650,15914,46001650,"50",2000,"'00–'01",172.2,1.37477351916376,63241850.2578397,0,3973.97576082944
"Vermont",2002,0,49170254,16379,49170254,"50",2001,"'01–'02",177.1,1.33673630717109,65727663.7546245,0,4012.92287408416
"Vermont",2003,0,51418084,16843,51418084,"50",2002,"'02–'03",179.9,1.31593107281823,67662654.440378,0,4017.25669063575
"Vermont",2004,0,52794333,17429,52794333,"50",2003,"'03–'04",184,1.28660869565217,67925647.9189565,0,3897.27740656128
"Vermont",2005,0,54285388,18059,54285388,"50",2004,"'04–'05",188.9,1.25323451561673,68032321.9352462,0,3767.22531343076
"Vermont",2006,0,57177581,18868,57177581,"50",2005,"'05–'06",195.3,1.21216589861751,69308713.8536406,0,3673.34714085439
"Vermont",2007,0,60627534.66,19381,60627534.66,"50",2006,"'06–'07",201.6,1.17428571428571,71194047.8436,0,3673.39393445127
"Vermont",2008,0,63232978.32,19797,63232978.32,"50",2007,"'07–'08",207.342,1.14176577827936,72197250.704457,0,3646.87835048022
"Vermont",2009,0,61177452,20654,61177452,"50",2008,"'08–'09",215.303,1.09954807875413,67267549.8096729,0,3256.87759318645
"Vermont",2010,0,66931354,21778,66931354,"50",2009,"'09–'10",214.537,1.10347399283107,73857008.44397,0,3391.35863917577
"Vermont",2011,0,68214115,22548,68214115,"50",2010,"'10–'11",218.056,1.08566606743222,74057749.9754191,0,3284.44873050466
"Vermont",2012,0,63659806,21765,63659806,"50",2011,"'11–'12",224.939,1.0524453296227,66998465.509387,0,3078.26627656269
"Vermont",2013,0,63546419,21319,63546419,"50",2012,"'12–'13",229.594,1.03110708467991,65523162.8369383,0,3073.46324109659
"Vermont",2014,0,66252074,20955,66252074,"50",2013,"'13–'14",232.957,1.01622187785729,67326807.0522199,0,3212.92326662944
"Vermont",2015,0,66170503,20652,66170503,"50",2014,"'14–'15",236.736,1,66170503,0,3204.07239008328
"Virginia",2000,11805321,1276547969,233263,1264742648,"51",1999,"'99–'00",166.6,1.4209843937575,1797179564.92754,16775176.9042977,7776.43579063905
"Virginia",2001,12226755,1410002021,236014,1397775266,"51",2000,"'00–'01",172.2,1.37477351916376,1921624421.43888,16809018.9993031,8213.21379425877
"Virginia",2002,13333179,1457459647,246637,1444126468,"51",2001,"'01–'02",177.1,1.33673630717109,1930416281.92235,17822944.4593111,7899.21717496426
"Virginia",2003,12835000,1231571243,254694,1218736243,"51",2002,"'02–'03",179.9,1.31593107281823,1603772891.73345,16889975.319622,6363.17646687034
"Virginia",2004,12163940,1167725932,257534,1155561992,"51",2003,"'03–'04",184,1.28660869565217,1486756107.27235,15650230.9773913,5833.81743090131
"Virginia",2005,13094000,1286860223,260813,1273766223,"51",2004,"'04–'05",188.9,1.25323451561673,1596327795.49035,16409852.7474854,6183.50177421309
"Virginia",2006,13554145,1387342351,265615,1373788206,"51",2005,"'05–'06",195.3,1.21216589861751,1665259215.23613,16429872.353917,6331.30315528131
"Virginia",2007,13993110,1606430358,273039,1592437248,"51",2006,"'06–'07",201.6,1.17428571428571,1869976311.22286,16431909.1714286,6908.93323076295
"Virginia",2008,17399000,1636666238,281940,1619267238,"51",2007,"'07–'08",207.342,1.14176577827936,1848823918.23735,19865582.7762827,6627.96872034344
"Virginia",2009,28332949,1668385133,294436,1640052184,"51",2008,"'08–'09",215.303,1.09954807875413,1803316227.97371,31153439.6383887,6230.45302752415
"Virginia",2010,27652590,1583189711,312598,1555537121,"51",2009,"'09–'10",214.537,1.10347399283107,1716494757.90682,30513913.8994206,5588.67514125568
"Virginia",2011,20088748,1682407571,321965,1662318823,"51",2010,"'10–'11",218.056,1.08566606743222,1804723139.38497,21809672.0407969,5673.07878628348
"Virginia",2012,26953584,1389731859,325517,1362778275,"51",2011,"'11–'12",224.939,1.0524453296227,1434249630.83503,28367173.5973931,4493.21173527779
"Virginia",2013,22980805,1454296199,320481,1431315394,"51",2012,"'12–'13",229.594,1.03110708467991,1475839443.16482,23695670.8471476,4679.01408823602
"Virginia",2014,22941170,1518054859,318166,1495113689,"51",2013,"'13–'14",232.957,1.01622187785729,1519367240.64572,23313318.8576433,4848.66566353212
"Virginia",2015,23665643,1548327882,314066,1524662239,"51",2014,"'14–'15",236.736,1,1524662239,23665643,4929.94428559602
"Washington",2000,0,1098700000,198984,1098700000,"53",1999,"'99–'00",166.6,1.4209843937575,1561235553.42137,0,7846.03562809758
"Washington",2001,0,1164262000,204663,1164262000,"53",2000,"'00–'01",172.2,1.37477351916376,1600596566.96864,0,7820.64450813602
"Washington",2002,0,1193225000,213147,1193225000,"53",2001,"'01–'02",177.1,1.33673630717109,1595027180.12422,0,7483.22603707406
"Washington",2003,0,1225680000,220677,1225680000,"53",2002,"'02–'03",179.9,1.31593107281823,1612910397.33185,0,7308.91935875443
"Washington",2004,0,1212221000,220041,1212221000,"53",2003,"'03–'04",184,1.28660869565217,1559654079.65217,0,7088.01577729684
"Washington",2005,0,1255551000,213801,1255551000,"53",2004,"'04–'05",188.9,1.25323451561673,1573499849.3171,0,7359.64681791525
"Washington",2006,0,1371355000,213055,1371355000,"53",2005,"'05–'06",195.3,1.21216589861751,1662309765.89862,0,7802.25653422176
"Washington",2007,0,1454251000,214847,1454251000,"53",2006,"'06–'07",201.6,1.17428571428571,1707706174.28571,0,7948.47577246
"Washington",2008,0,1568303000,221264,1568303000,"53",2007,"'07–'08",207.342,1.14176577827936,1790634695.37286,0,8092.75207613015
"Washington",2009,0,1606764058,236742,1606764058,"53",2008,"'08–'09",215.303,1.09954807875413,1766714332.98509,0,7462.61471553457
"Washington",2010,0,1555846701,254867,1555846701,"53",2009,"'09–'10",214.537,1.10347399283107,1716836371.38552,0,6736.20504571217
"Washington",2011,0,1458404450,261485,1458404450,"53",2010,"'10–'11",218.056,1.08566606743222,1583340223.95715,0,6055.18566631795
"Washington",2012,0,1237618912,253902,1237618912,"53",2011,"'11–'12",224.939,1.0524453296227,1302526243.78712,0,5130.03538289231
"Washington",2013,0,1246580100,248273,1246580100,"53",2012,"'12–'13",229.594,1.03110708467991,1285357572.73099,0,5177.19434949026
"Washington",2014,0,1446189202,245011,1446189202,"53",2013,"'13–'14",232.957,1.01622187785729,1469649106.59337,0,5998.29847065385
"Washington",2015,0,1444157338,242221,1444157338,"53",2014,"'14–'15",236.736,1,1444157338,0,5962.14753468939
"West Virginia",2000,0,265602433,62959,265602433,"54",1999,"'99–'00",166.6,1.4209843937575,377416912.237023,0,5994.64591618391
"West Virginia",2001,0,283540948,62902,283540948,"54",2000,"'00–'01",172.2,1.37477351916376,389804586.90899,0,6197.01419524005
"West Virginia",2002,0,308215890,64799,308215890,"54",2001,"'01–'02",177.1,1.33673630717109,412003370.610051,0,6358.17482692713
"West Virginia",2003,0,308464804,67374,308464804,"54",2002,"'02–'03",179.9,1.31593107281823,405918420.454386,0,6024.85262051215
"West Virginia",2004,0,281143990,69466,281143990,"54",2003,"'03–'04",184,1.28660869565217,361722302.264348,0,5207.18484243152
"West Virginia",2005,0,308461762,70786,308461762,"54",2004,"'04–'05",188.9,1.25323451561673,386574926.886353,0,5461.17773127953
"West Virginia",2006,0,301078429,71717,301078429,"54",2005,"'05–'06",195.3,1.21216589861751,364957004.443134,0,5088.84928877579
"West Virginia",2007,0,334192655,72679,334192655,"54",2006,"'06–'07",201.6,1.17428571428571,392437660.585714,0,5399.60181876077
"West Virginia",2008,0,427596917,73525,427596917,"54",2007,"'07–'08",207.342,1.14176577827936,488215526.728362,0,6640.12957128
"West Virginia",2009,0,374523497,74864,374523497,"54",2008,"'08–'09",215.303,1.09954807875413,411806591.574627,0,5500.72920996243
"West Virginia",2010,0,378436800,78798,378436800,"54",2009,"'09–'10",214.537,1.10347399283107,417595166.730214,0,5299.56555661583
"West Virginia",2011,0,392046405,81116,392046405,"54",2010,"'10–'11",218.056,1.08566606743222,425631478.767289,0,5247.195112768
"West Virginia",2012,0,393093379,80193,393093379,"54",2011,"'11–'12",224.939,1.0524453296227,413709290.834155,0,5158.9202403471
"West Virginia",2013,0,392711991,78458,392711991,"54",2012,"'12–'13",229.594,1.03110708467991,404928116.158854,0,5161.0812939261
"West Virginia",2014,0,361635707,76202,361635707,"54",2013,"'13–'14",232.957,1.01622187785729,367502117.267788,0,4822.73585034235
"West Virginia",2015,0,354474987,72765,354474987,"54",2014,"'14–'15",236.736,1,354474987,0,4871.50397856112
"Wisconsin",2000,248300000,1177300000,191528,9.29e+08,"55",1999,"'99–'00",166.6,1.4209843937575,1320094501.80072,352830424.969988,8734.62327581716
"Wisconsin",2001,266700000,1257961400,196523,991261400,"55",2000,"'00–'01",172.2,1.37477351916376,1362759923.2892,366652097.560976,8800.04895533945
"Wisconsin",2002,290602168,1300737568,204123,1010135400,"55",2001,"'01–'02",177.1,1.33673630717109,1350284664.33879,388458468.908233,8518.11473105443
"Wisconsin",2003,315909057,1338817111,209599,1022908054,"55",2002,"'02–'03",179.9,1.31593107281823,1346076492.89463,415714544.291006,8405.53169235367
"Wisconsin",2004,333503383,1280110249,212880,946606866,"55",2003,"'03–'04",184,1.28660869565217,1217912625.15965,429088352.597217,7736.75769333366
"Wisconsin",2005,362726215,1301885267,212752,939159052,"55",2004,"'04–'05",188.9,1.25323451561673,1176986539.62029,454581012.357014,7668.87057220285
"Wisconsin",2006,366896336,1275886111,214065,908989775,"55",2005,"'05–'06",195.3,1.21216589861751,1101846407.447,444739226.826912,7224.84121306106
"Wisconsin",2007,383534771,1347238224,215098,963703453,"55",2006,"'06–'07",201.6,1.17428571428571,1131663197.66571,450379402.517143,7354.98517040073
